{'gpu': {'device_ids': [1], 'distributed': True, 'main_device': 0}, 'data': {'traffic_file': 'data/PEMS08/PEMS08.npz', 'train_ratio': 0.6, 'val_ratio': 0.2, 'test_ratio': 0.2, 'batch_size': 32}, 'model': {'input_dim': 3, 'P': 12, 'Q': 12, 'T': 288, 'L': 3, 'K': 8, 'd': 32, 'embed_dim': 64, 'skip_dim': 256, 'lape_dim': 64}, 'training': {'max_epoch': 1500, 'patience': 100, 'learning_rate': 0.002, 'clip_grad': 5, 'loss_func': 'huber', 'use_temporal_weighting': False, 'temporal_weight_scheme': 'progressive', 'use_cosine_annealing': True, 'lr_decay': False, 'lr_decay_rate': 0.3, 'lr_decay_step': '5,20,40,70', 'step_size': 100, 'gamma': 0.9, 'weight_decay': 0.0001, 'dropout': 0.3, 'warmup_epochs': 50}, 'logging': {'log_dir': './logs', 'tensorboard_dir': './runLog/mpgat', 'verbose': 1}, 'saving': {'model_dir': './saved_models', 'save_best': True}, 'misc': {'seed': 42, 'time_slot': 5, 'use_amp': False}}
train	x: (10714, 12, 170, 3), y: (10714, 12, 170, 3)
eval	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
test	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
2026-01-07-10-49-27	Epoch 1	Train Loss = 0.03323, Val Loss = 0.03664
2026-01-07-10-51-34	Epoch 2	Train Loss = 0.01890, Val Loss = 0.03676
2026-01-07-10-53-41	Epoch 3	Train Loss = 0.01871, Val Loss = 0.03626
2026-01-07-10-55-48	Epoch 4	Train Loss = 0.01861, Val Loss = 0.03644
2026-01-07-10-57-55	Epoch 5	Train Loss = 0.01847, Val Loss = 0.03577
2026-01-07-11-00-02	Epoch 6	Train Loss = 0.01775, Val Loss = 0.03315
2026-01-07-11-02-08	Epoch 7	Train Loss = 0.01510, Val Loss = 0.03218
2026-01-07-11-04-15	Epoch 8	Train Loss = 0.01426, Val Loss = 0.03165
2026-01-07-11-06-22	Epoch 9	Train Loss = 0.01400, Val Loss = 0.03117
2026-01-07-11-08-30	Epoch 10	Train Loss = 0.01335, Val Loss = 0.03098
2026-01-07-11-10-37	Epoch 11	Train Loss = 0.01322, Val Loss = 0.03098
2026-01-07-11-12-44	Epoch 12	Train Loss = 0.01313, Val Loss = 0.03138
2026-01-07-11-14-51	Epoch 13	Train Loss = 0.01289, Val Loss = 0.03112
2026-01-07-11-16-58	Epoch 14	Train Loss = 0.01267, Val Loss = 0.03061
2026-01-07-11-19-05	Epoch 15	Train Loss = 0.01257, Val Loss = 0.03029
2026-01-07-11-21-12	Epoch 16	Train Loss = 0.01239, Val Loss = 0.03034
2026-01-07-11-23-19	Epoch 17	Train Loss = 0.01233, Val Loss = 0.03032
2026-01-07-11-25-26	Epoch 18	Train Loss = 0.01220, Val Loss = 0.03044
2026-01-07-11-27-32	Epoch 19	Train Loss = 0.01218, Val Loss = 0.02992
2026-01-07-11-29-39	Epoch 20	Train Loss = 0.01207, Val Loss = 0.03046
2026-01-07-11-31-46	Epoch 21	Train Loss = 0.05015, Val Loss = 0.03555
2026-01-07-11-33-53	Epoch 22	Train Loss = 0.01579, Val Loss = 0.03285
2026-01-07-11-36-00	Epoch 23	Train Loss = 0.01445, Val Loss = 0.03211
2026-01-07-11-38-07	Epoch 24	Train Loss = 0.01396, Val Loss = 0.03164
2026-01-07-11-40-14	Epoch 25	Train Loss = 0.01373, Val Loss = 0.03139
2026-01-07-11-42-21	Epoch 26	Train Loss = 0.01348, Val Loss = 0.03151
2026-01-07-11-44-28	Epoch 27	Train Loss = 0.01321, Val Loss = 0.03130
2026-01-07-11-46-35	Epoch 28	Train Loss = 0.01311, Val Loss = 0.03127
2026-01-07-11-48-42	Epoch 29	Train Loss = 0.01299, Val Loss = 0.03106
2026-01-07-11-50-49	Epoch 30	Train Loss = 0.01285, Val Loss = 0.03125
2026-01-07-11-52-56	Epoch 31	Train Loss = 0.01266, Val Loss = 0.03086
2026-01-07-11-55-03	Epoch 32	Train Loss = 0.01248, Val Loss = 0.03093
2026-01-07-11-57-10	Epoch 33	Train Loss = 0.01243, Val Loss = 0.03116
2026-01-07-11-59-16	Epoch 34	Train Loss = 0.01229, Val Loss = 0.03118
2026-01-07-12-01-23	Epoch 35	Train Loss = 0.01226, Val Loss = 0.03090
2026-01-07-12-03-30	Epoch 36	Train Loss = 0.01222, Val Loss = 0.03085
2026-01-07-12-05-37	Epoch 37	Train Loss = 0.01208, Val Loss = 0.03092
2026-01-07-12-07-44	Epoch 38	Train Loss = 0.01199, Val Loss = 0.03127
2026-01-07-12-09-51	Epoch 39	Train Loss = 0.01194, Val Loss = 0.03126
2026-01-07-12-11-58	Epoch 40	Train Loss = 0.01186, Val Loss = 0.03088
2026-01-07-12-14-05	Epoch 41	Train Loss = 0.02323, Val Loss = 0.03336
2026-01-07-12-16-12	Epoch 42	Train Loss = 0.01426, Val Loss = 0.03311
2026-01-07-12-18-18	Epoch 43	Train Loss = 0.01371, Val Loss = 0.03307
2026-01-07-12-20-25	Epoch 44	Train Loss = 0.01353, Val Loss = 0.03308
2026-01-07-12-22-32	Epoch 45	Train Loss = 0.01332, Val Loss = 0.03309
2026-01-07-12-24-39	Epoch 46	Train Loss = 0.01321, Val Loss = 0.03353
2026-01-07-12-26-46	Epoch 47	Train Loss = 0.01305, Val Loss = 0.03302
2026-01-07-12-28-53	Epoch 48	Train Loss = 0.01298, Val Loss = 0.03276
2026-01-07-12-31-00	Epoch 49	Train Loss = 0.01275, Val Loss = 0.03363
2026-01-07-12-33-06	Epoch 50	Train Loss = 0.01273, Val Loss = 0.03329
2026-01-07-12-35-13	Epoch 51	Train Loss = 0.01254, Val Loss = 0.03338
2026-01-07-12-37-20	Epoch 52	Train Loss = 0.01250, Val Loss = 0.03304
2026-01-07-12-39-27	Epoch 53	Train Loss = 0.01236, Val Loss = 0.03304
2026-01-07-12-41-34	Epoch 54	Train Loss = 0.01223, Val Loss = 0.03318
2026-01-07-12-43-41	Epoch 55	Train Loss = 0.01216, Val Loss = 0.03317
2026-01-07-12-45-47	Epoch 56	Train Loss = 0.01207, Val Loss = 0.03315
2026-01-07-12-47-54	Epoch 57	Train Loss = 0.01206, Val Loss = 0.03332
2026-01-07-12-50-01	Epoch 58	Train Loss = 0.01188, Val Loss = 0.03349
2026-01-07-12-52-08	Epoch 59	Train Loss = 0.01180, Val Loss = 0.03343
2026-01-07-12-54-15	Epoch 60	Train Loss = 0.01184, Val Loss = 0.03333
2026-01-07-12-56-22	Epoch 61	Train Loss = 0.01165, Val Loss = 0.03327
2026-01-07-12-58-28	Epoch 62	Train Loss = 0.01159, Val Loss = 0.03376
2026-01-07-13-00-35	Epoch 63	Train Loss = 0.01153, Val Loss = 0.03366
2026-01-07-13-02-42	Epoch 64	Train Loss = 0.01136, Val Loss = 0.03341
2026-01-07-13-04-49	Epoch 65	Train Loss = 0.01134, Val Loss = 0.03359
