{'gpu': {'device_ids': [1], 'distributed': True, 'main_device': 0}, 'data': {'traffic_file': 'data/PEMS08/PEMS08.npz', 'train_ratio': 0.6, 'val_ratio': 0.2, 'test_ratio': 0.2, 'batch_size': 32}, 'model': {'input_dim': 3, 'P': 12, 'Q': 12, 'T': 288, 'L': 3, 'K': 8, 'd': 32, 'embed_dim': 64, 'skip_dim': 256, 'lape_dim': 64}, 'training': {'max_epoch': 1500, 'patience': 50, 'learning_rate': 0.002, 'clip_grad': 5, 'loss_func': 'masked_mae', 'use_temporal_weighting': False, 'temporal_weight_scheme': 'progressive', 'use_cosine_annealing': True, 'lr_decay': False, 'lr_decay_rate': 0.3, 'lr_decay_step': '5,20,40,70', 'step_size': 100, 'gamma': 0.9, 'weight_decay': 0.0001, 'dropout': 0.3, 'warmup_epochs': 50}, 'logging': {'log_dir': './logs', 'tensorboard_dir': './runLog/mpgat', 'verbose': 1}, 'saving': {'model_dir': './saved_models', 'save_best': True}, 'misc': {'seed': 42, 'time_slot': 5, 'use_amp': False}}
train	x: (10714, 12, 170, 3), y: (10714, 12, 170, 3)
eval	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
test	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
2025-12-30-22-39-47	Epoch 1	Train Loss = 0.54600, Val Loss = 0.39887
2025-12-30-22-41-53	Epoch 2	Train Loss = 0.21960, Val Loss = 0.20930
2025-12-30-22-43-59	Epoch 3	Train Loss = 0.17837, Val Loss = 0.18593
2025-12-30-22-46-06	Epoch 4	Train Loss = 0.16267, Val Loss = 0.17328
2025-12-30-22-48-12	Epoch 5	Train Loss = 0.15273, Val Loss = 0.16652
2025-12-30-22-50-18	Epoch 6	Train Loss = 0.14779, Val Loss = 0.17119
2025-12-30-22-52-24	Epoch 7	Train Loss = 0.14592, Val Loss = 0.16217
2025-12-30-22-54-31	Epoch 8	Train Loss = 0.14572, Val Loss = 0.17461
2025-12-30-22-56-37	Epoch 9	Train Loss = 0.14277, Val Loss = 0.15778
2025-12-30-22-58-43	Epoch 10	Train Loss = 0.14021, Val Loss = 0.16942
2025-12-30-23-00-50	Epoch 11	Train Loss = 0.13871, Val Loss = 0.16961
2025-12-30-23-02-56	Epoch 12	Train Loss = 0.13879, Val Loss = 0.15771
2025-12-30-23-05-02	Epoch 13	Train Loss = 0.13858, Val Loss = 0.15525
2025-12-30-23-07-09	Epoch 14	Train Loss = 0.13765, Val Loss = 0.15944
2025-12-30-23-09-15	Epoch 15	Train Loss = 0.13622, Val Loss = 0.15457
2025-12-30-23-11-21	Epoch 16	Train Loss = 0.13576, Val Loss = 0.15728
2025-12-30-23-13-27	Epoch 17	Train Loss = 0.13681, Val Loss = 0.16546
2025-12-30-23-15-33	Epoch 18	Train Loss = 0.13388, Val Loss = 0.15132
2025-12-30-23-17-40	Epoch 19	Train Loss = 0.13402, Val Loss = 0.15786
2025-12-30-23-19-46	Epoch 20	Train Loss = 0.13111, Val Loss = 0.15047
2025-12-30-23-21-52	Epoch 21	Train Loss = 0.13195, Val Loss = 0.16159
2025-12-30-23-23-58	Epoch 22	Train Loss = 0.12962, Val Loss = 0.14653
2025-12-30-23-26-04	Epoch 23	Train Loss = 0.12876, Val Loss = 0.14875
2025-12-30-23-28-10	Epoch 24	Train Loss = 0.13005, Val Loss = 0.14330
2025-12-30-23-30-16	Epoch 25	Train Loss = 0.12735, Val Loss = 0.14494
