{'gpu': {'device_ids': [1], 'distributed': True, 'main_device': 0}, 'data': {'traffic_file': 'data/PEMS08/PEMS08.npz', 'train_ratio': 0.6, 'val_ratio': 0.2, 'test_ratio': 0.2, 'batch_size': 32}, 'model': {'input_dim': 3, 'P': 12, 'Q': 12, 'T': 288, 'L': 3, 'K': 8, 'd': 32, 'embed_dim': 64, 'skip_dim': 256, 'lape_dim': 64}, 'training': {'max_epoch': 1500, 'patience': 50, 'learning_rate': 0.002, 'clip_grad': 5, 'loss_func': 'masked_mae', 'use_temporal_weighting': False, 'temporal_weight_scheme': 'exponential', 'use_cosine_annealing': True, 'lr_decay': False, 'lr_decay_rate': 0.3, 'lr_decay_step': '5,20,40,70', 'step_size': 100, 'gamma': 0.9, 'weight_decay': 0.0001, 'dropout': 0.3, 'warmup_epochs': 50}, 'logging': {'log_dir': './logs', 'tensorboard_dir': './runLog/mpgat', 'verbose': 1}, 'saving': {'model_dir': './saved_models', 'save_best': True}, 'misc': {'seed': 42, 'time_slot': 5, 'use_amp': False}}
train	x: (10714, 12, 170, 3), y: (10714, 12, 170, 3)
eval	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
test	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
2026-01-13-19-19-45	Epoch 1	Train Loss = 0.62464, Val Loss = 0.14952
2026-01-13-19-21-53	Epoch 2	Train Loss = 0.39090, Val Loss = 0.15806
2026-01-13-19-24-00	Epoch 3	Train Loss = 0.36952, Val Loss = 0.14713
2026-01-13-19-26-08	Epoch 4	Train Loss = 0.36094, Val Loss = 0.14924
2026-01-13-19-28-15	Epoch 5	Train Loss = 0.35820, Val Loss = 0.14489
2026-01-13-19-30-23	Epoch 6	Train Loss = 0.35567, Val Loss = 0.14426
2026-01-13-19-32-30	Epoch 7	Train Loss = 0.35449, Val Loss = 0.14439
2026-01-13-19-34-38	Epoch 8	Train Loss = 0.35488, Val Loss = 0.14428
2026-01-13-19-36-46	Epoch 9	Train Loss = 0.35405, Val Loss = 0.14506
2026-01-13-19-38-53	Epoch 10	Train Loss = 0.35325, Val Loss = 0.14329
2026-01-13-19-41-01	Epoch 11	Train Loss = 0.35207, Val Loss = 0.14344
2026-01-13-19-43-09	Epoch 12	Train Loss = 0.35130, Val Loss = 0.14228
2026-01-13-19-45-17	Epoch 13	Train Loss = 0.35049, Val Loss = 0.14245
2026-01-13-19-47-24	Epoch 14	Train Loss = 0.35029, Val Loss = 0.14135
2026-01-13-19-49-31	Epoch 15	Train Loss = 0.34938, Val Loss = 0.14324
2026-01-13-19-51-39	Epoch 16	Train Loss = 0.34849, Val Loss = 0.13964
2026-01-13-19-53-46	Epoch 17	Train Loss = 0.34764, Val Loss = 0.14101
2026-01-13-19-55-54	Epoch 18	Train Loss = 0.34717, Val Loss = 0.13971
2026-01-13-19-58-01	Epoch 19	Train Loss = 0.34596, Val Loss = 0.13828
2026-01-13-20-00-09	Epoch 20	Train Loss = 0.34515, Val Loss = 0.13835
2026-01-13-20-02-17	Epoch 21	Train Loss = 0.34457, Val Loss = 0.14121
2026-01-13-20-04-24	Epoch 22	Train Loss = 0.34420, Val Loss = 0.13767
2026-01-13-20-06-32	Epoch 23	Train Loss = 0.34387, Val Loss = 0.13761
2026-01-13-20-08-39	Epoch 24	Train Loss = 0.34259, Val Loss = 0.13431
2026-01-13-20-10-46	Epoch 25	Train Loss = 0.34708, Val Loss = 0.13967
2026-01-13-20-12-54	Epoch 26	Train Loss = 0.34604, Val Loss = 0.13837
2026-01-13-20-15-01	Epoch 27	Train Loss = 0.34517, Val Loss = 0.13666
2026-01-13-20-17-08	Epoch 28	Train Loss = 0.34290, Val Loss = 0.13493
2026-01-13-20-19-16	Epoch 29	Train Loss = 0.34189, Val Loss = 0.13409
2026-01-13-20-21-23	Epoch 30	Train Loss = 0.34628, Val Loss = 0.14162
2026-01-13-20-23-31	Epoch 31	Train Loss = 0.34240, Val Loss = 0.13011
2026-01-13-20-25-38	Epoch 32	Train Loss = 0.33355, Val Loss = 0.12705
2026-01-13-20-27-45	Epoch 33	Train Loss = 0.33003, Val Loss = 0.12282
2026-01-13-20-29-52	Epoch 34	Train Loss = 0.32749, Val Loss = 0.12300
2026-01-13-20-32-00	Epoch 35	Train Loss = 0.32684, Val Loss = 0.12613
2026-01-13-20-34-07	Epoch 36	Train Loss = 0.32624, Val Loss = 0.12205
2026-01-13-20-36-14	Epoch 37	Train Loss = 0.32561, Val Loss = 0.12533
2026-01-13-20-38-22	Epoch 38	Train Loss = 0.32518, Val Loss = 0.12152
2026-01-13-20-40-29	Epoch 39	Train Loss = 0.32442, Val Loss = 0.12307
2026-01-13-20-42-36	Epoch 40	Train Loss = 0.32415, Val Loss = 0.12026
2026-01-13-20-44-44	Epoch 41	Train Loss = 0.40306, Val Loss = 0.15727
2026-01-13-20-46-51	Epoch 42	Train Loss = 0.35982, Val Loss = 0.14649
2026-01-13-20-48-58	Epoch 43	Train Loss = 0.35211, Val Loss = 0.14001
2026-01-13-20-51-06	Epoch 44	Train Loss = 0.34440, Val Loss = 0.13383
2026-01-13-20-53-13	Epoch 45	Train Loss = 0.33702, Val Loss = 0.13022
2026-01-13-20-55-20	Epoch 46	Train Loss = 0.33597, Val Loss = 0.13249
2026-01-13-20-57-27	Epoch 47	Train Loss = 0.33402, Val Loss = 0.12983
2026-01-13-20-59-35	Epoch 48	Train Loss = 0.33233, Val Loss = 0.12798
2026-01-13-21-01-42	Epoch 49	Train Loss = 0.33163, Val Loss = 0.12933
2026-01-13-21-03-49	Epoch 50	Train Loss = 0.33033, Val Loss = 0.12698
2026-01-13-21-05-57	Epoch 51	Train Loss = 0.32934, Val Loss = 0.12764
