{'gpu': {'device_ids': [2], 'distributed': True, 'main_device': 0}, 'data': {'traffic_file': 'data/PEMS08/PEMS08.npz', 'train_ratio': 0.6, 'val_ratio': 0.2, 'test_ratio': 0.2, 'batch_size': 32}, 'model': {'input_dim': 3, 'P': 12, 'Q': 12, 'T': 288, 'L': 3, 'K': 8, 'd': 32, 'embed_dim': 64, 'skip_dim': 256, 'lape_dim': 64}, 'training': {'max_epoch': 1500, 'patience': 50, 'learning_rate': 0.002, 'clip_grad': 5, 'loss_func': 'huber', 'use_temporal_weighting': False, 'temporal_weight_scheme': 'progressive', 'use_cosine_annealing': True, 'lr_decay': False, 'lr_decay_rate': 0.3, 'lr_decay_step': '5,20,40,70', 'step_size': 100, 'gamma': 0.9, 'weight_decay': 0.0001, 'dropout': 0.3, 'warmup_epochs': 50}, 'logging': {'log_dir': './logs', 'tensorboard_dir': './runLog/mpgat', 'verbose': 1}, 'saving': {'model_dir': './saved_models', 'save_best': True}, 'misc': {'seed': 42, 'time_slot': 5, 'use_amp': False}}
train	x: (10714, 12, 170, 3), y: (10714, 12, 170, 3)
eval	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
test	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
2026-01-07-14-56-23	Epoch 1	Train Loss = 0.09618, Val Loss = 0.03663
2026-01-07-14-58-30	Epoch 2	Train Loss = 0.01948, Val Loss = 0.03640
2026-01-07-15-00-37	Epoch 3	Train Loss = 0.01921, Val Loss = 0.03667
2026-01-07-15-02-43	Epoch 4	Train Loss = 0.01897, Val Loss = 0.03657
2026-01-07-15-04-50	Epoch 5	Train Loss = 0.01888, Val Loss = 0.03759
2026-01-07-15-06-56	Epoch 6	Train Loss = 0.01869, Val Loss = 0.03585
2026-01-07-15-09-03	Epoch 7	Train Loss = 0.01817, Val Loss = 0.03528
2026-01-07-15-11-10	Epoch 8	Train Loss = 0.01671, Val Loss = 0.03359
2026-01-07-15-13-17	Epoch 9	Train Loss = 0.01526, Val Loss = 0.03259
2026-01-07-15-15-23	Epoch 10	Train Loss = 0.01488, Val Loss = 0.03247
2026-01-07-15-17-30	Epoch 11	Train Loss = 0.01430, Val Loss = 0.03153
2026-01-07-15-19-37	Epoch 12	Train Loss = 0.01409, Val Loss = 0.03156
2026-01-07-15-21-43	Epoch 13	Train Loss = 0.01397, Val Loss = 0.03174
2026-01-07-15-23-50	Epoch 14	Train Loss = 0.01401, Val Loss = 0.03208
2026-01-07-15-25-56	Epoch 15	Train Loss = 0.01386, Val Loss = 0.03193
2026-01-07-15-28-03	Epoch 16	Train Loss = 0.01398, Val Loss = 0.03137
2026-01-07-15-30-09	Epoch 17	Train Loss = 0.01376, Val Loss = 0.03124
2026-01-07-15-32-16	Epoch 18	Train Loss = 0.01410, Val Loss = 0.03168
2026-01-07-15-34-22	Epoch 19	Train Loss = 0.01393, Val Loss = 0.03127
2026-01-07-15-36-29	Epoch 20	Train Loss = 0.01471, Val Loss = 0.03257
2026-01-07-15-38-35	Epoch 21	Train Loss = 0.04246, Val Loss = 0.03680
2026-01-07-15-40-42	Epoch 22	Train Loss = 0.01769, Val Loss = 0.03479
2026-01-07-15-42-48	Epoch 23	Train Loss = 0.01714, Val Loss = 0.03438
2026-01-07-15-44-55	Epoch 24	Train Loss = 0.01659, Val Loss = 0.03420
2026-01-07-15-47-01	Epoch 25	Train Loss = 0.01632, Val Loss = 0.03449
2026-01-07-15-49-07	Epoch 26	Train Loss = 0.01626, Val Loss = 0.03491
2026-01-07-15-51-14	Epoch 27	Train Loss = 0.01639, Val Loss = 0.03420
2026-01-07-15-53-20	Epoch 28	Train Loss = 0.01644, Val Loss = 0.03480
2026-01-07-15-55-27	Epoch 29	Train Loss = 0.01712, Val Loss = 0.03465
2026-01-07-15-57-33	Epoch 30	Train Loss = 0.02182, Val Loss = 0.04043
2026-01-07-15-59-40	Epoch 31	Train Loss = 0.02209, Val Loss = 0.03845
2026-01-07-16-01-46	Epoch 32	Train Loss = 0.02072, Val Loss = 0.03708
2026-01-07-16-03-52	Epoch 33	Train Loss = 0.01871, Val Loss = 0.03619
2026-01-07-16-05-58	Epoch 34	Train Loss = 0.01798, Val Loss = 0.03510
2026-01-07-16-08-05	Epoch 35	Train Loss = 0.01725, Val Loss = 0.03460
2026-01-07-16-10-11	Epoch 36	Train Loss = 0.01675, Val Loss = 0.03439
2026-01-07-16-12-17	Epoch 37	Train Loss = 0.01620, Val Loss = 0.03449
2026-01-07-16-14-23	Epoch 38	Train Loss = 0.01622, Val Loss = 0.03339
2026-01-07-16-16-29	Epoch 39	Train Loss = 0.01608, Val Loss = 0.03435
2026-01-07-16-18-36	Epoch 40	Train Loss = 0.01577, Val Loss = 0.03308
