{'gpu': {'device_ids': [2], 'distributed': True, 'main_device': 0}, 'data': {'traffic_file': 'data/PEMS08/PEMS08.npz', 'train_ratio': 0.6, 'val_ratio': 0.2, 'test_ratio': 0.2, 'batch_size': 32}, 'model': {'input_dim': 3, 'P': 12, 'Q': 12, 'T': 288, 'L': 3, 'K': 8, 'd': 32, 'embed_dim': 64, 'skip_dim': 256, 'lape_dim': 64}, 'training': {'max_epoch': 1500, 'patience': 50, 'learning_rate': 0.001, 'clip_grad': 5, 'loss_func': 'masked_mae', 'use_temporal_weighting': False, 'temporal_weight_scheme': 'exponential', 'use_cosine_annealing': True, 'lr_decay': False, 'lr_decay_rate': 0.3, 'lr_decay_step': '5,20,40,70', 'step_size': 100, 'gamma': 0.9, 'weight_decay': 0.0001, 'dropout': 0.3, 'warmup_epochs': 50}, 'logging': {'log_dir': './logs', 'tensorboard_dir': './runLog/mpgat', 'verbose': 1}, 'saving': {'model_dir': './saved_models', 'save_best': True}, 'misc': {'seed': 42, 'time_slot': 5, 'use_amp': False}}
train	x: (10714, 12, 170, 3), y: (10714, 12, 170, 3)
eval	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
test	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
2026-01-14-15-40-51	Epoch 1	Train Loss = 1.00229, Val Loss = 0.14760
2026-01-14-15-42-49	Epoch 2	Train Loss = 0.43275, Val Loss = 0.14798
2026-01-14-15-44-47	Epoch 3	Train Loss = 0.42694, Val Loss = 0.14820
2026-01-14-15-46-46	Epoch 4	Train Loss = 0.42434, Val Loss = 0.14572
2026-01-14-15-48-44	Epoch 5	Train Loss = 0.42153, Val Loss = 0.14482
2026-01-14-15-50-42	Epoch 6	Train Loss = 0.42019, Val Loss = 0.14461
2026-01-14-15-52-40	Epoch 7	Train Loss = 0.41926, Val Loss = 0.14475
2026-01-14-15-54-38	Epoch 8	Train Loss = 0.41795, Val Loss = 0.14432
2026-01-14-15-56-37	Epoch 9	Train Loss = 0.41670, Val Loss = 0.14425
2026-01-14-15-58-35	Epoch 10	Train Loss = 0.41581, Val Loss = 0.14437
2026-01-14-16-00-33	Epoch 11	Train Loss = 0.41472, Val Loss = 0.14361
2026-01-14-16-02-32	Epoch 12	Train Loss = 0.41433, Val Loss = 0.14377
2026-01-14-16-04-30	Epoch 13	Train Loss = 0.41317, Val Loss = 0.14284
2026-01-14-16-06-28	Epoch 14	Train Loss = 0.41226, Val Loss = 0.14303
2026-01-14-16-08-27	Epoch 15	Train Loss = 0.41112, Val Loss = 0.14195
2026-01-14-16-10-25	Epoch 16	Train Loss = 0.40718, Val Loss = 0.13795
2026-01-14-16-12-23	Epoch 17	Train Loss = 0.39858, Val Loss = 0.13185
2026-01-14-16-14-21	Epoch 18	Train Loss = 0.39022, Val Loss = 0.13008
2026-01-14-16-16-20	Epoch 19	Train Loss = 0.38571, Val Loss = 0.12591
2026-01-14-16-18-18	Epoch 20	Train Loss = 0.38296, Val Loss = 0.12476
2026-01-14-16-20-16	Epoch 21	Train Loss = 0.38051, Val Loss = 0.12316
2026-01-14-16-22-14	Epoch 22	Train Loss = 0.37891, Val Loss = 0.12314
2026-01-14-16-24-13	Epoch 23	Train Loss = 0.37715, Val Loss = 0.12256
2026-01-14-16-26-11	Epoch 24	Train Loss = 0.37608, Val Loss = 0.12262
2026-01-14-16-28-09	Epoch 25	Train Loss = 0.37489, Val Loss = 0.12161
2026-01-14-16-30-07	Epoch 26	Train Loss = 0.37418, Val Loss = 0.12091
2026-01-14-16-32-06	Epoch 27	Train Loss = 0.37337, Val Loss = 0.12031
2026-01-14-16-34-04	Epoch 28	Train Loss = 0.37239, Val Loss = 0.12073
2026-01-14-16-36-02	Epoch 29	Train Loss = 0.37143, Val Loss = 0.12078
2026-01-14-16-38-01	Epoch 30	Train Loss = 0.37089, Val Loss = 0.12013
2026-01-14-16-39-59	Epoch 31	Train Loss = 0.37018, Val Loss = 0.11877
2026-01-14-16-41-57	Epoch 32	Train Loss = 0.36958, Val Loss = 0.11988
2026-01-14-16-43-55	Epoch 33	Train Loss = 0.36908, Val Loss = 0.11989
2026-01-14-16-45-53	Epoch 34	Train Loss = 0.36802, Val Loss = 0.11846
2026-01-14-16-47-51	Epoch 35	Train Loss = 0.36771, Val Loss = 0.11878
2026-01-14-16-49-50	Epoch 36	Train Loss = 0.36689, Val Loss = 0.11740
2026-01-14-16-51-48	Epoch 37	Train Loss = 0.36652, Val Loss = 0.11743
2026-01-14-16-53-46	Epoch 38	Train Loss = 0.36602, Val Loss = 0.11761
2026-01-14-16-55-44	Epoch 39	Train Loss = 0.36541, Val Loss = 0.11766
2026-01-14-16-57-43	Epoch 40	Train Loss = 0.36496, Val Loss = 0.11737
2026-01-14-16-59-41	Epoch 41	Train Loss = 0.42059, Val Loss = 0.12765
2026-01-14-17-01-39	Epoch 42	Train Loss = 0.38019, Val Loss = 0.12647
2026-01-14-17-03-37	Epoch 43	Train Loss = 0.37659, Val Loss = 0.12471
2026-01-14-17-05-35	Epoch 44	Train Loss = 0.37491, Val Loss = 0.12408
2026-01-14-17-07-33	Epoch 45	Train Loss = 0.37334, Val Loss = 0.12387
2026-01-14-17-09-31	Epoch 46	Train Loss = 0.37218, Val Loss = 0.12339
2026-01-14-17-11-30	Epoch 47	Train Loss = 0.37125, Val Loss = 0.12298
2026-01-14-17-13-28	Epoch 48	Train Loss = 0.37055, Val Loss = 0.12285
2026-01-14-17-15-26	Epoch 49	Train Loss = 0.36980, Val Loss = 0.12258
2026-01-14-17-17-24	Epoch 50	Train Loss = 0.36902, Val Loss = 0.12243
2026-01-14-17-19-23	Epoch 51	Train Loss = 0.36827, Val Loss = 0.12136
2026-01-14-17-21-21	Epoch 52	Train Loss = 0.36757, Val Loss = 0.12125
2026-01-14-17-23-19	Epoch 53	Train Loss = 0.36699, Val Loss = 0.12197
2026-01-14-17-25-17	Epoch 54	Train Loss = 0.36655, Val Loss = 0.12059
2026-01-14-17-27-15	Epoch 55	Train Loss = 0.36580, Val Loss = 0.12001
2026-01-14-17-29-13	Epoch 56	Train Loss = 0.36515, Val Loss = 0.11997
2026-01-14-17-31-11	Epoch 57	Train Loss = 0.36452, Val Loss = 0.11965
2026-01-14-17-33-10	Epoch 58	Train Loss = 0.36366, Val Loss = 0.11999
2026-01-14-17-35-08	Epoch 59	Train Loss = 0.36288, Val Loss = 0.11902
2026-01-14-17-37-06	Epoch 60	Train Loss = 0.36230, Val Loss = 0.11958
2026-01-14-17-39-04	Epoch 61	Train Loss = 0.36189, Val Loss = 0.11905
2026-01-14-17-41-02	Epoch 62	Train Loss = 0.36120, Val Loss = 0.11955
2026-01-14-17-43-00	Epoch 63	Train Loss = 0.36072, Val Loss = 0.11894
2026-01-14-17-44-58	Epoch 64	Train Loss = 0.36027, Val Loss = 0.11837
2026-01-14-17-46-56	Epoch 65	Train Loss = 0.35954, Val Loss = 0.11865
2026-01-14-17-48-54	Epoch 66	Train Loss = 0.35928, Val Loss = 0.11734
2026-01-14-17-50-52	Epoch 67	Train Loss = 0.35794, Val Loss = 0.11749
2026-01-14-17-52-51	Epoch 68	Train Loss = 0.35780, Val Loss = 0.11780
2026-01-14-17-54-49	Epoch 69	Train Loss = 0.35676, Val Loss = 0.11811
2026-01-14-17-56-47	Epoch 70	Train Loss = 0.35638, Val Loss = 0.11693
2026-01-14-17-58-45	Epoch 71	Train Loss = 0.42127, Val Loss = 0.13617
2026-01-14-18-00-43	Epoch 72	Train Loss = 0.38303, Val Loss = 0.13153
2026-01-14-18-02-41	Epoch 73	Train Loss = 0.37731, Val Loss = 0.12821
2026-01-14-18-04-39	Epoch 74	Train Loss = 0.37404, Val Loss = 0.12698
2026-01-14-18-06-37	Epoch 75	Train Loss = 0.37197, Val Loss = 0.12723
2026-01-14-18-08-35	Epoch 76	Train Loss = 0.37044, Val Loss = 0.12573
2026-01-14-18-10-34	Epoch 77	Train Loss = 0.36952, Val Loss = 0.12516
2026-01-14-18-12-32	Epoch 78	Train Loss = 0.36810, Val Loss = 0.12472
2026-01-14-18-14-30	Epoch 79	Train Loss = 0.36732, Val Loss = 0.12387
2026-01-14-18-16-28	Epoch 80	Train Loss = 0.36639, Val Loss = 0.12379
2026-01-14-18-18-26	Epoch 81	Train Loss = 0.36537, Val Loss = 0.12352
2026-01-14-18-20-24	Epoch 82	Train Loss = 0.36445, Val Loss = 0.12414
2026-01-14-18-22-22	Epoch 83	Train Loss = 0.36378, Val Loss = 0.12275
2026-01-14-18-24-20	Epoch 84	Train Loss = 0.36361, Val Loss = 0.12391
2026-01-14-18-26-18	Epoch 85	Train Loss = 0.36242, Val Loss = 0.12289
2026-01-14-18-28-16	Epoch 86	Train Loss = 0.36188, Val Loss = 0.12214
2026-01-14-18-30-14	Epoch 87	Train Loss = 0.36167, Val Loss = 0.12165
2026-01-14-18-32-12	Epoch 88	Train Loss = 0.36067, Val Loss = 0.12200
