{'gpu': {'device_ids': [1], 'distributed': True, 'main_device': 0}, 'data': {'traffic_file': 'data/PEMS08/PEMS08.npz', 'train_ratio': 0.6, 'val_ratio': 0.2, 'test_ratio': 0.2, 'batch_size': 32}, 'model': {'input_dim': 3, 'P': 12, 'Q': 12, 'T': 288, 'L': 3, 'K': 8, 'd': 32, 'embed_dim': 64, 'skip_dim': 256, 'lape_dim': 64}, 'training': {'max_epoch': 1500, 'patience': 50, 'learning_rate': 0.002, 'clip_grad': 5, 'loss_func': 'masked_mae', 'use_temporal_weighting': False, 'temporal_weight_scheme': 'progressive', 'use_cosine_annealing': True, 'lr_decay': False, 'lr_decay_rate': 0.3, 'lr_decay_step': '5,20,40,70', 'step_size': 100, 'gamma': 0.9, 'weight_decay': 0.0001, 'dropout': 0.3, 'warmup_epochs': 50}, 'logging': {'log_dir': './logs', 'tensorboard_dir': './runLog/mpgat', 'verbose': 1}, 'saving': {'model_dir': './saved_models', 'save_best': True}, 'misc': {'seed': 42, 'time_slot': 5, 'use_amp': False}}
train	x: (10714, 12, 170, 3), y: (10714, 12, 170, 3)
eval	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
test	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
2026-01-08-14-05-39	Epoch 1	Train Loss = 0.16822, Val Loss = 0.14601
2026-01-08-14-07-43	Epoch 2	Train Loss = 0.13077, Val Loss = 0.14675
2026-01-08-14-09-47	Epoch 3	Train Loss = 0.12577, Val Loss = 0.14384
2026-01-08-14-11-52	Epoch 4	Train Loss = 0.12528, Val Loss = 0.14638
2026-01-08-14-13-56	Epoch 5	Train Loss = 0.12478, Val Loss = 0.14475
2026-01-08-14-16-00	Epoch 6	Train Loss = 0.12282, Val Loss = 0.13973
2026-01-08-14-18-05	Epoch 7	Train Loss = 0.11739, Val Loss = 0.13225
2026-01-08-14-20-09	Epoch 8	Train Loss = 0.11058, Val Loss = 0.13037
2026-01-08-14-22-13	Epoch 9	Train Loss = 0.10973, Val Loss = 0.12939
2026-01-08-14-24-18	Epoch 10	Train Loss = 0.10805, Val Loss = 0.12816
2026-01-08-14-26-22	Epoch 11	Train Loss = 0.10800, Val Loss = 0.13020
2026-01-08-14-28-26	Epoch 12	Train Loss = 0.10725, Val Loss = 0.12926
2026-01-08-14-30-31	Epoch 13	Train Loss = 0.10782, Val Loss = 0.12792
2026-01-08-14-32-35	Epoch 14	Train Loss = 0.10977, Val Loss = 0.13372
2026-01-08-14-34-39	Epoch 15	Train Loss = 0.11116, Val Loss = 0.13356
2026-01-08-14-36-43	Epoch 16	Train Loss = 0.11635, Val Loss = 0.13369
2026-01-08-14-38-48	Epoch 17	Train Loss = 0.11266, Val Loss = 0.13141
2026-01-08-14-40-52	Epoch 18	Train Loss = 0.11362, Val Loss = 0.13434
2026-01-08-14-42-56	Epoch 19	Train Loss = 0.11109, Val Loss = 0.12953
2026-01-08-14-45-00	Epoch 20	Train Loss = 0.11047, Val Loss = 0.13173
2026-01-08-14-47-04	Epoch 21	Train Loss = 0.15450, Val Loss = 0.15444
2026-01-08-14-49-09	Epoch 22	Train Loss = 0.13462, Val Loss = 0.15137
2026-01-08-14-51-13	Epoch 23	Train Loss = 0.12755, Val Loss = 0.14432
2026-01-08-14-53-17	Epoch 24	Train Loss = 0.12402, Val Loss = 0.14264
2026-01-08-14-55-21	Epoch 25	Train Loss = 0.11937, Val Loss = 0.13981
2026-01-08-14-57-25	Epoch 26	Train Loss = 0.11891, Val Loss = 0.13873
2026-01-08-14-59-29	Epoch 27	Train Loss = 0.11722, Val Loss = 0.13659
2026-01-08-15-01-34	Epoch 28	Train Loss = 0.11712, Val Loss = 0.14533
2026-01-08-15-03-38	Epoch 29	Train Loss = 0.12142, Val Loss = 0.14241
