{'gpu': {'device_ids': [0], 'distributed': True, 'main_device': 0}, 'data': {'traffic_file': 'data/PEMS08/PEMS08.npz', 'train_ratio': 0.6, 'val_ratio': 0.2, 'test_ratio': 0.2, 'batch_size': 32}, 'model': {'input_dim': 3, 'P': 12, 'Q': 12, 'T': 288, 'L': 1, 'K': 8, 'd': 16, 'embed_dim': 64, 'skip_dim': 128, 'lape_dim': 64}, 'training': {'max_epoch': 1500, 'patience': 50, 'learning_rate': 0.001, 'clip_grad': 5, 'loss_func': 'masked_mae', 'use_temporal_weighting': False, 'temporal_weight_scheme': 'progressive', 'use_cosine_annealing': True, 'lr_decay': False, 'lr_decay_rate': 0.3, 'lr_decay_step': '5,20,40,70', 'step_size': 100, 'gamma': 0.9, 'weight_decay': 0.0001, 'dropout': 0.1, 'warmup_epochs': 50}, 'logging': {'log_dir': './logs', 'tensorboard_dir': './runLog/mpgat', 'verbose': 1}, 'saving': {'model_dir': './saved_models', 'save_best': True}, 'misc': {'seed': 42, 'time_slot': 5, 'use_amp': False}}
train	x: (10714, 12, 170, 3), y: (10714, 12, 170, 3)
eval	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
test	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
2025-12-26-16-46-25	Epoch 1	Train Loss = 147.74403, Val Loss = 86.43343
2025-12-26-16-46-49	Epoch 2	Train Loss = 72.72134, Val Loss = 67.03126
2025-12-26-16-47-14	Epoch 3	Train Loss = 67.79332, Val Loss = 64.35958
2025-12-26-16-47-38	Epoch 4	Train Loss = 77.44778, Val Loss = 67.59869
2025-12-26-16-48-03	Epoch 5	Train Loss = 57.97616, Val Loss = 52.27779
2025-12-26-16-48-27	Epoch 6	Train Loss = 54.52789, Val Loss = 51.05352
2025-12-26-16-48-52	Epoch 7	Train Loss = 41.31828, Val Loss = 36.44485
2025-12-26-16-49-16	Epoch 8	Train Loss = 33.90534, Val Loss = 36.28868
2025-12-26-16-49-41	Epoch 9	Train Loss = 32.81999, Val Loss = 36.31645
2025-12-26-16-50-06	Epoch 10	Train Loss = 31.71946, Val Loss = 35.89679
2025-12-26-16-50-30	Epoch 11	Train Loss = 38.86611, Val Loss = 37.08252
2025-12-26-16-50-55	Epoch 12	Train Loss = 33.94608, Val Loss = 30.94015
2025-12-26-16-51-19	Epoch 13	Train Loss = 31.44789, Val Loss = 39.29274
2025-12-26-16-51-44	Epoch 14	Train Loss = 29.35674, Val Loss = 31.31522
2025-12-26-16-52-08	Epoch 15	Train Loss = 31.57756, Val Loss = 30.86066
2025-12-26-16-52-33	Epoch 16	Train Loss = 27.40974, Val Loss = 32.60087
2025-12-26-16-52-57	Epoch 17	Train Loss = 25.72025, Val Loss = 26.89474
2025-12-26-16-53-22	Epoch 18	Train Loss = 25.43026, Val Loss = 26.20323
2025-12-26-16-53-47	Epoch 19	Train Loss = 25.09324, Val Loss = 28.77916
2025-12-26-16-54-11	Epoch 20	Train Loss = 24.75990, Val Loss = 26.94714
2025-12-26-16-54-36	Epoch 21	Train Loss = 28.02389, Val Loss = 28.01187
2025-12-26-16-55-00	Epoch 22	Train Loss = 25.07179, Val Loss = 24.99469
2025-12-26-16-55-25	Epoch 23	Train Loss = 23.30849, Val Loss = 26.11909
2025-12-26-16-55-50	Epoch 24	Train Loss = 22.89964, Val Loss = 25.56794
2025-12-26-16-56-14	Epoch 25	Train Loss = 23.84502, Val Loss = 27.74120
2025-12-26-16-56-39	Epoch 26	Train Loss = 24.61024, Val Loss = 27.99733
2025-12-26-16-57-03	Epoch 27	Train Loss = 27.85872, Val Loss = 33.41541
2025-12-26-16-57-28	Epoch 28	Train Loss = 24.92426, Val Loss = 26.74251
2025-12-26-16-57-52	Epoch 29	Train Loss = 24.33462, Val Loss = 26.86125
2025-12-26-16-58-17	Epoch 30	Train Loss = 25.15820, Val Loss = 28.22582
2025-12-26-16-58-41	Epoch 31	Train Loss = 22.12784, Val Loss = 24.26941
2025-12-26-16-59-06	Epoch 32	Train Loss = 23.24287, Val Loss = 25.75243
2025-12-26-16-59-30	Epoch 33	Train Loss = 22.62204, Val Loss = 29.89130
2025-12-26-16-59-54	Epoch 34	Train Loss = 23.27194, Val Loss = 27.24281
2025-12-26-17-00-18	Epoch 35	Train Loss = 23.11035, Val Loss = 28.34748
2025-12-26-17-00-42	Epoch 36	Train Loss = 23.60719, Val Loss = 23.07304
2025-12-26-17-01-07	Epoch 37	Train Loss = 22.04399, Val Loss = 25.60293
2025-12-26-17-01-31	Epoch 38	Train Loss = 22.37560, Val Loss = 28.78722
2025-12-26-17-01-55	Epoch 39	Train Loss = 22.66380, Val Loss = 23.70138
2025-12-26-17-02-19	Epoch 40	Train Loss = 21.02801, Val Loss = 26.74170
2025-12-26-17-02-44	Epoch 41	Train Loss = 21.77587, Val Loss = 25.67737
