{'gpu': {'device_ids': [0], 'distributed': True, 'main_device': 0}, 'data': {'traffic_file': 'data/PEMS08/PEMS08.npz', 'train_ratio': 0.6, 'val_ratio': 0.2, 'test_ratio': 0.2, 'batch_size': 32}, 'model': {'input_dim': 3, 'P': 12, 'Q': 12, 'T': 288, 'L': 2, 'K': 8, 'd': 32, 'embed_dim': 64, 'skip_dim': 256, 'lape_dim': 64}, 'training': {'max_epoch': 1500, 'patience': 50, 'learning_rate': 0.002, 'clip_grad': 5, 'loss_func': 'masked_mae', 'use_temporal_weighting': False, 'temporal_weight_scheme': 'exponential', 'use_cosine_annealing': True, 'lr_decay': False, 'lr_decay_rate': 0.3, 'lr_decay_step': '5,20,40,70', 'step_size': 100, 'gamma': 0.9, 'weight_decay': 0.0001, 'dropout': 0.3, 'warmup_epochs': 50}, 'logging': {'log_dir': './logs', 'tensorboard_dir': './runLog/mpgat', 'verbose': 1}, 'saving': {'model_dir': './saved_models', 'save_best': True}, 'misc': {'seed': 42, 'time_slot': 5, 'use_amp': False}}
train	x: (10714, 12, 170, 3), y: (10714, 12, 170, 3)
eval	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
test	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
2026-01-14-10-23-29	Epoch 1	Train Loss = 0.46886, Val Loss = 0.15086
2026-01-14-10-24-55	Epoch 2	Train Loss = 0.36218, Val Loss = 0.14620
2026-01-14-10-26-21	Epoch 3	Train Loss = 0.35986, Val Loss = 0.14575
2026-01-14-10-27-48	Epoch 4	Train Loss = 0.35914, Val Loss = 0.14758
2026-01-14-10-29-14	Epoch 5	Train Loss = 0.35845, Val Loss = 0.14759
2026-01-14-10-30-41	Epoch 6	Train Loss = 0.35592, Val Loss = 0.14625
2026-01-14-10-32-07	Epoch 7	Train Loss = 0.35836, Val Loss = 0.14621
2026-01-14-10-33-33	Epoch 8	Train Loss = 0.35517, Val Loss = 0.14723
2026-01-14-10-35-00	Epoch 9	Train Loss = 0.35610, Val Loss = 0.14805
2026-01-14-10-36-26	Epoch 10	Train Loss = 0.35626, Val Loss = 0.14406
2026-01-14-10-37-53	Epoch 11	Train Loss = 0.35633, Val Loss = 0.14376
2026-01-14-10-39-19	Epoch 12	Train Loss = 0.35392, Val Loss = 0.14338
2026-01-14-10-40-45	Epoch 13	Train Loss = 0.35409, Val Loss = 0.14335
2026-01-14-10-42-11	Epoch 14	Train Loss = 0.35472, Val Loss = 0.14259
2026-01-14-10-43-38	Epoch 15	Train Loss = 0.35391, Val Loss = 0.14543
2026-01-14-10-45-04	Epoch 16	Train Loss = 0.35369, Val Loss = 0.14293
