{'gpu': {'device_ids': [0], 'distributed': True, 'main_device': 0}, 'data': {'traffic_file': 'data/PEMS08/PEMS08.npz', 'train_ratio': 0.6, 'val_ratio': 0.2, 'test_ratio': 0.2, 'batch_size': 32}, 'model': {'input_dim': 3, 'P': 12, 'Q': 12, 'T': 288, 'L': 3, 'K': 8, 'd': 32, 'embed_dim': 64, 'skip_dim': 256, 'lape_dim': 64}, 'training': {'max_epoch': 1500, 'patience': 50, 'learning_rate': 0.002, 'clip_grad': 5, 'loss_func': 'masked_mae', 'use_temporal_weighting': False, 'temporal_weight_scheme': 'progressive', 'use_cosine_annealing': True, 'lr_decay': False, 'lr_decay_rate': 0.3, 'lr_decay_step': '5,20,40,70', 'step_size': 100, 'gamma': 0.9, 'weight_decay': 0.0001, 'dropout': 0.3, 'warmup_epochs': 50}, 'logging': {'log_dir': './logs', 'tensorboard_dir': './runLog/mpgat', 'verbose': 1}, 'saving': {'model_dir': './saved_models', 'save_best': True}, 'misc': {'seed': 42, 'time_slot': 5, 'use_amp': False}}
train	x: (10714, 12, 170, 3), y: (10714, 12, 170, 3)
eval	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
test	x: (3571, 12, 170, 3), y: (3571, 12, 170, 3)
2026-01-08-13-48-26	Epoch 1	Train Loss = 0.25603, Val Loss = 0.15605
2026-01-08-13-50-31	Epoch 2	Train Loss = 0.13635, Val Loss = 0.14827
2026-01-08-13-52-37	Epoch 3	Train Loss = 0.12703, Val Loss = 0.14909
2026-01-08-13-54-43	Epoch 4	Train Loss = 0.12544, Val Loss = 0.14351
2026-01-08-13-56-48	Epoch 5	Train Loss = 0.12309, Val Loss = 0.13726
2026-01-08-13-58-54	Epoch 6	Train Loss = 0.11367, Val Loss = 0.13243
2026-01-08-14-01-00	Epoch 7	Train Loss = 0.11051, Val Loss = 0.13041
2026-01-08-14-03-06	Epoch 8	Train Loss = 0.10789, Val Loss = 0.12950
2026-01-08-14-05-12	Epoch 9	Train Loss = 0.10746, Val Loss = 0.12824
2026-01-08-14-07-18	Epoch 10	Train Loss = 0.10725, Val Loss = 0.12746
2026-01-08-14-09-23	Epoch 11	Train Loss = 0.10617, Val Loss = 0.12969
2026-01-08-14-11-29	Epoch 12	Train Loss = 0.10568, Val Loss = 0.12485
2026-01-08-14-13-35	Epoch 13	Train Loss = 0.10474, Val Loss = 0.12574
2026-01-08-14-15-41	Epoch 14	Train Loss = 0.10372, Val Loss = 0.12505
2026-01-08-14-17-47	Epoch 15	Train Loss = 0.10372, Val Loss = 0.12375
2026-01-08-14-19-53	Epoch 16	Train Loss = 0.10393, Val Loss = 0.12499
2026-01-08-14-21-59	Epoch 17	Train Loss = 0.10290, Val Loss = 0.12434
2026-01-08-14-24-04	Epoch 18	Train Loss = 0.10263, Val Loss = 0.12262
2026-01-08-14-26-10	Epoch 19	Train Loss = 0.10181, Val Loss = 0.12417
2026-01-08-14-28-16	Epoch 20	Train Loss = 0.10215, Val Loss = 0.12209
[Curriculum Info] Epoch 20: Resetting Early Stopping...
2026-01-08-14-30-22	Epoch 21	Train Loss = 0.13230, Val Loss = 0.13421
2026-01-08-14-32-27	Epoch 22	Train Loss = 0.11219, Val Loss = 0.13398
